66,34,57
56,44,47
44,56,11
40,60,39
15,85,75
5,95,22
91,8,7
72,27,68
71,28,36
68,31,49
34,65,29
8,91,15
80,18,57
79,19,67
61,37,56
24,74,66
21,77,1
15,83,70
13,85,2
8,90,52
2,96,60
94,3,12
91,6,45
81,16,73
74,23,23
53,44,52
29,68,38
2,95,34
82,14,48
71,25,40
55,41,32
10,86,4
84,11,1
79,16,68
78,17,17
61,34,73
39,56,52
39,56,30
32,63,40
27,68,25
88,6,34
75,19,37
53,41,48
46,48,65
42,52,6
34,60,62
79,14,6
77,16,25
72,21,49
71,22,19
69,24,70
40,53,72
39,54,55
24,69,7
34,58,29
16,76,68
14,78,7
11,81,35
89,2,72
86,5,29
77,14,69
66,25,8
70,20,56
45,45,61
39,51,54
38,52,25
25,65,17
74,15,31
72,17,63
65,24,31
61,28,59
60,29,28
57,32,72
78,10,62
72,16,49
71,17,22
36,52,15
25,63,43
77,10,14
56,31,34
53,34,0
50,37,22
44,43,55
36,51,32
30,57,65
29,58,48
23,64,26
4,83,46
85,1,67
77,9,26
73,13,13
61,25,37
9,77,26
5,81,56
82,3,52
82,3,11
67,18,17
60,25,29
57,28,61
54,31,27
47,38,56
38,47,68
38,47,44
22,63,63
11,74,42
6,79,57
1,84,69
67,17,12
62,22,58
53,31,54
50,34,12
28,56,61
28,56,39
24,60,67
11,73,23
10,74,72
56,27,51
55,28,7
48,35,64
37,46,13
10,73,21
76,6,26
57,25,36
31,51,24
30,52,64
3,79,8
76,5,9
71,10,55
55,26,49
48,33,2
38,43,11
37,44,20
17,64,40
9,72,24
7,74,3
1,80,17
72,8,39
16,64,17
12,68,23
6,74,1
5,75,6
78,1,44
75,4,6
69,10,32
63,16,19
62,17,14
37,42,12
24,55,59
23,56,72
6,73,12
62,16,41
46,32,25
29,49,63
27,51,5
3,75,2
75,2,3
71,6,48
55,22,53
50,27,69
38,39,28
20,57,29
20,57,6
65,11,29
58,18,6
53,23,51
40,36,31
31,45,25
28,48,45
72,3,20
67,8,12
65,10,46
63,12,75
50,25,19
46,29,2
22,53,52
18,57,51
1,74,12
43,31,20
38,36,40
23,51,17
17,57,0
16,58,52
66,7,39
63,10,73
46,27,0
44,29,5
42,31,3
18,55,67
61,11,10
45,27,18
42,30,51
35,37,55
5,67,7
3,69,36
1,71,64
70,1,75
61,10,22
29,42,32
25,46,67
55,15,24
49,21,19
40,30,56
32,38,27
32,38,6
2,68,50
58,11,71
50,19,52
51,17,70
49,19,8
43,25,9
40,28,11
29,39,44
5,63,18
22,45,71
10,57,60
8,59,74
44,22,6
64,1,60
57,8,49
23,42,4
22,43,32
20,45,9
20,45,3
18,47,7
58,6,54
51,13,31
22,42,13
16,48,62
13,51,26
57,6,40
29,34,8
5,58,35
38,24,29
16,46,43
51,10,35
48,13,36
40,21,75
2,59,71
57,3,74
43,17,22
41,19,53
28,32,74
6,54,7
51,8,65
45,14,44
33,26,38
3,56,2
56,2,0
50,8,49
34,24,67
33,25,40
32,26,29
31,27,21
27,31,20
19,39,49
42,15,74
15,42,38
7,50,75
54,2,74
38,18,4
20,36,22
17,39,15
16,40,75
12,44,54
9,47,67
7,49,17
43,12,56
36,19,31
19,36,8
9,46,75
7,48,12
5,50,61
5,50,1
20,34,55
50,3,30
49,3,64
40,12,65
35,17,75
35,17,26
33,19,21
31,21,20
6,46,21
38,13,70
22,29,3
18,33,52
2,49,5
43,7,22
31,19,39
30,20,2
10,40,55
7,43,43
40,9,35
29,20,3
4,45,54
1,48,58
43,5,20
42,6,18
40,8,3
34,14,44
27,21,61
23,25,48
19,29,62
19,29,31
1,47,33
25,22,17
1,46,49
3,43,62
35,10,58
28,17,67
12,33,65
20,24,26
5,39,19
42,1,70
33,10,9
30,13,25
28,15,47
19,24,66
13,30,51
11,32,40
10,33,35
10,33,11
3,40,70
8,34,8
4,38,55
1,41,18
20,21,63
13,28,56
20,20,29
20,20,29
5,35,25
36,3,20
21,18,0
11,28,5
13,25,71
10,28,44
9,29,34
24,13,29
23,14,18
13,24,11
9,28,65
19,17,64
18,18,57
8,28,70
18,17,29
6,29,47
26,8,14
17,17,16
17,17,9
12,22,23
11,23,8
6,28,75
5,29,60
5,29,29
8,24,7
19,12,67
14,16,43
25,4,72
14,15,26
4,25,22
25,3,37
15,13,8
12,16,70
24,3,59
15,12,25
14,13,3
11,16,29
10,16,39
22,3,16
15,10,28
10,15,60
6,18,44
5,18,50
8,14,54
5,17,19
6,15,12
15,5,21
12,8,47
6,14,21
5,14,66
3,16,58
3,15,49
15,2,75
12,5,70
12,2,49
2,12,13
12,1,48
12,1,20
9,2,34
5,3,66
1,7,70
3,2,17
2,2,48
